"date","season","matchday","goalkeeper","penaltytaker","homegame","result","minute","goaldiff","gkclub","ptclub","gkage","ptage","gkexp","ptexp"
1985-06-08,"84/85",34,"Schumacher2, Harald","Brehme, Andreas",1,"Tor",59,-3,"1.FC Köln","1.FC Kaiserslautern",31,24,11,3
1985-08-10,"85/86",1,"Ehrmann, Gerald","Kaltz, Manfred",1,"Tor",49,0,"1.FC Kaiserslautern","Hamburger SV",26,32,5,14
1985-08-10,"85/86",1,"Gundelach, Hans-Jürgen","Allofs2, Klaus",1,"Tor",64,0,"Eintracht Frankfurt","1.FC Köln",21,28,1,10
1985-08-10,"85/86",1,"Schumacher2, Harald","Theiss, Klaus",2,"Tor",72,1,"1.FC Köln","Eintracht Frankfurt",31,22,12,4
1985-08-16,"85/86",2,"Raps, Ralf","Kutzop, Michael",1,"Tor",31,-1,"Hannover 96","SV Werder Bremen",24,30,4,2
1985-08-16,"85/86",2,"Burdenski, Dieter","Giesel, Martin",2,"Tor",29,2,"SV Werder Bremen","Hannover 96",34,22,15,0
1985-08-17,"85/86",2,"Kleff, Wolfgang","Holmquist, Hans",2,"Tor",59,4,"VfL Bochum","Fortuna Düsseldorf",38,25,17,1
1985-08-17,"85/86",2,"Greiner1, Uwe","Lameck, Michael",1,"Tor",72,-3,"Fortuna Düsseldorf","VfL Bochum",26,36,6,13
1985-08-17,"85/86",2,"Junghans, Walter","Hannes, Wilfried",1,"Tor",24,0,"FC Schalke 04","Borussia Mönchengladbach",26,28,6,10
1985-08-31,"85/86",4,"Immel, Eike","Bittorf, Ulrich",2,"Tor",84,-2,"Borussia Dortmund","1.FC Nürnberg",24,26,7,6
1985-09-03,"85/86",5,"Hallmann, Carsten","Matthäus, Lothar",2,"Tor",76,1,"1.FC Saarbrücken","FC Bayern München",23,24,0,6
1985-09-04,"85/86",5,"Raps, Ralf","Sigurvinsson, Asgeir",2,"Tor",81,-1,"Hannover 96","VfB Stuttgart",24,30,4,4
1985-09-04,"85/86",5,"Immel, Eike","Weikl, Josef",1,"Tor",54,0,"Borussia Dortmund","Fortuna Düsseldorf",24,31,7,8
1985-09-04,"85/86",5,"Vollborn, Rüdiger","Brunner, Thomas",1,"Tor",3,0,"Bayer 04 Leverkusen","1.FC Nürnberg",22,23,2,5
1985-09-04,"85/86",5,"Vollborn, Rüdiger","Grahammer, Roland",1,"Tor",58,-1,"Bayer 04 Leverkusen","1.FC Nürnberg",22,21,2,2
1985-09-04,"85/86",5,"Grüner, Roland","Schreier, Christian",2,"Tor",67,2,"1.FC Nürnberg","Bayer 04 Leverkusen",22,26,2,4
1985-09-06,"85/86",6,"Kleff, Wolfgang","Eilenfeldt, Norbert",1,"Tor",57,-1,"VfL Bochum","1.FC Kaiserslautern",38,29,17,7
1985-09-07,"85/86",6,"Vollack, Werner","Theiss, Klaus",1,"Tor",43,1,"Bayer 05 Uerdingen","Eintracht Frankfurt",30,22,10,4
1985-09-07,"85/86",6,"Junghans, Walter","Reich, Siegfried",2,"Tor",71,0,"FC Schalke 04","Hannover 96",26,26,6,4
1985-09-07,"85/86",6,"Raps, Ralf","Täuber, Klaus",1,"Tor",53,1,"Hannover 96","FC Schalke 04",24,27,4,7
1985-09-07,"85/86",6,"Schumacher2, Harald","Rahn, Uwe",1,"Tor",67,1,"1.FC Köln","Borussia Mönchengladbach",31,23,12,5
1985-09-07,"85/86",6,"Stein, Ulrich","Matthäus, Lothar",1,"Tor",69,0,"Hamburger SV","FC Bayern München",30,24,7,6
1985-09-07,"85/86",6,"Roleder, Helmut","Jambo, Stefan",2,"Tor",23,1,"VfB Stuttgart","1.FC Saarbrücken",32,27,13,0
1985-09-07,"85/86",6,"Schumacher2, Harald","Bruns1, Hans-Günter",1,"Pfosten",29,0,"1.FC Köln","Borussia Mönchengladbach",31,30,12,11
1985-09-13,"85/86",7,"Ehrmann, Gerald","Theiss, Klaus",1,"Tor",5,0,"1.FC Kaiserslautern","Eintracht Frankfurt",26,22,5,4
1985-09-14,"85/86",7,"Sude, Ulrich","Grahammer, Roland",1,"Tor",75,2,"Borussia Mönchengladbach","1.FC Nürnberg",29,21,5,2
1985-09-14,"85/86",7,"Raps, Ralf","Bommer, Rudolf",1,"Tor",74,1,"Hannover 96","Bayer 05 Uerdingen",25,28,4,9
1985-09-14,"85/86",7,"Raps, Ralf","Funkel2, Friedhelm",1,"vorbei",36,0,"Hannover 96","Bayer 05 Uerdingen",25,31,4,10
1985-09-21,"85/86",8,"Greiner1, Uwe","Rahn, Uwe",1,"Tor",64,-3,"Fortuna Düsseldorf","Borussia Mönchengladbach",26,23,6,5
1985-09-21,"85/86",8,"Ehrmann, Gerald","Bommer, Rudolf",2,"Tor",69,3,"1.FC Kaiserslautern","Bayer 05 Uerdingen",26,28,5,9
1985-09-21,"85/86",8,"Zimmermann3, Uwe","Kutzop, Michael",1,"Tor",23,1,"SV Waldhof Mannheim","SV Werder Bremen",23,30,2,2
1985-09-21,"85/86",8,"Kellner, Wolfgang","Schaub, Fred",1,"Tor",79,-1,"1.FC Saarbrücken","Hannover 96",22,25,0,7
1985-09-21,"85/86",8,"Pfaff, Jean-Marie","Grahammer, Roland",2,"gehalten",78,1,"FC Bayern München","1.FC Nürnberg",31,21,3,2
1985-09-28,"85/86",9,"Immel, Eike","Brehme, Andreas",1,"Tor",40,0,"Borussia Dortmund","1.FC Kaiserslautern",24,24,7,4
1985-09-28,"85/86",9,"Zimmermann3, Uwe","Rahn, Uwe",1,"gehalten",26,1,"SV Waldhof Mannheim","Borussia Mönchengladbach",23,23,2,5
1985-10-05,"85/86",10,"Schmadtke, Jörg","Sigurvinsson, Asgeir",1,"Tor",80,-4,"Fortuna Düsseldorf","VfB Stuttgart",21,30,0,4
1985-10-05,"85/86",10,"Pahl, Jürgen","Kutzop, Michael",1,"Tor",21,0,"Eintracht Frankfurt","SV Werder Bremen",29,30,7,2
1985-10-05,"85/86",10,"Kubik, Manfred","Zorc, Michael",1,"Tor",38,1,"Bayer 05 Uerdingen","Borussia Dortmund",18,23,0,4
1985-10-05,"85/86",10,"Stein, Ulrich","Jambo, Stefan",1,"Tor",9,0,"Hamburger SV","1.FC Saarbrücken",31,27,7,0
1985-10-09,"85/86",11,"Zimmermann3, Uwe","Sigurvinsson, Asgeir",2,"Tor",2,0,"SV Waldhof Mannheim","VfB Stuttgart",23,30,2,4
1985-10-10,"85/86",11,"Junghans, Walter","Weikl, Josef",1,"Tor",83,1,"FC Schalke 04","Fortuna Düsseldorf",27,31,6,8
1985-10-11,"85/86",11,"Burdenski, Dieter","Brehme, Andreas",1,"Tor",7,0,"SV Werder Bremen","1.FC Kaiserslautern",34,25,15,4
1985-10-11,"85/86",11,"Grüner, Roland","Reich, Siegfried",2,"Tor",75,1,"1.FC Nürnberg","Hannover 96",22,26,2,4
1985-10-11,"85/86",11,"Hallmann, Carsten","Littbarski, Pierre",1,"Tor",8,0,"1.FC Saarbrücken","1.FC Köln",24,25,0,7
1985-10-11,"85/86",11,"Raps, Ralf","Bittorf, Ulrich",1,"gehalten",84,0,"Hannover 96","1.FC Nürnberg",25,26,4,6
1985-10-26,"85/86",12,"Ehrmann, Gerald","Hannes, Wilfried",1,"Tor",75,-1,"1.FC Kaiserslautern","Borussia Mönchengladbach",26,28,5,10
1985-10-26,"85/86",12,"Zumdick, Ralf","Sigurvinsson, Asgeir",1,"drüber",81,3,"VfL Bochum","VfB Stuttgart",27,30,4,4
1985-11-02,"85/86",13,"Schumacher2, Harald","Schäfer2, Wolfgang",1,"Tor",57,1,"1.FC Köln","Bayer 05 Uerdingen",31,27,12,1
1985-11-09,"85/86",14,"Grüner, Roland","Littbarski, Pierre",1,"Tor",21,1,"1.FC Nürnberg","1.FC Köln",22,25,2,7
1985-11-09,"85/86",14,"Kubik, Manfred","Kutzop, Michael",1,"Tor",30,0,"Bayer 05 Uerdingen","SV Werder Bremen",18,30,0,2
1985-11-09,"85/86",14,"Kubik, Manfred","Kutzop, Michael",1,"Tor",36,-1,"Bayer 05 Uerdingen","SV Werder Bremen",18,30,0,2
1985-11-09,"85/86",14,"Raps, Ralf","Kuntz1, Stefan",2,"Tor",57,-1,"Hannover 96","VfL Bochum",25,23,4,2
1985-11-20,"85/86",15,"Burdenski, Dieter","Hannes, Wilfried",1,"Tor",84,2,"SV Werder Bremen","Borussia Mönchengladbach",35,28,15,10
1985-11-23,"85/86",16,"Burdenski, Dieter","Lerby, Sören",1,"gehalten",64,0,"SV Werder Bremen","FC Bayern München",35,27,15,8
1985-11-29,"85/86",17,"Roleder, Helmut","Kutzop, Michael",1,"Tor",43,-2,"VfB Stuttgart","SV Werder Bremen",32,30,13,2
1985-11-30,"85/86",17,"Sude, Ulrich","Rummenigge1, Michael",2,"Tor",71,3,"FC Bayern München","Borussia Mönchengladbach",29,21,5,3
1985-12-03,"85/86",16,"Roleder, Helmut","Waas, Herbert",2,"Tor",89,1,"VfB Stuttgart","Bayer 04 Leverkusen",32,22,13,3
1985-12-06,"85/86",18,"Raps, Ralf","Schreier, Christian",1,"Tor",71,-2,"Hannover 96","Bayer 04 Leverkusen",25,26,4,4
1985-12-07,"85/86",18,"Zumdick, Ralf","Grahammer, Roland",2,"Tor",48,1,"VfL Bochum","1.FC Nürnberg",27,22,4,2
1985-12-07,"85/86",18,"Heider, Herbert","Kuntz1, Stefan",1,"gehalten",77,0,"1.FC Nürnberg","VfL Bochum",26,23,2,2
1985-12-07,"85/86",18,"Gundelach, Hans-Jürgen","Bein, Uwe",2,"Tor",81,1,"Eintracht Frankfurt","1.FC Köln",22,25,1,2
1985-12-07,"85/86",18,"Stein, Ulrich","Eilenfeldt, Norbert",1,"vorbei",59,1,"Hamburger SV","1.FC Kaiserslautern",31,29,7,7
1985-12-14,"85/86",19,"Vollborn, Rüdiger","Jambo, Stefan",1,"Tor",86,-1,"Bayer 04 Leverkusen","1.FC Saarbrücken",22,27,2,0
1985-12-14,"85/86",19,"Heider, Herbert","Falkenmayer, Ralf",2,"Tor",25,0,"1.FC Nürnberg","Eintracht Frankfurt",26,22,2,5
1985-12-14,"85/86",19,"Gundelach, Hans-Jürgen","Grahammer, Roland",1,"Tor",62,-1,"Eintracht Frankfurt","1.FC Nürnberg",22,22,1,2
1985-12-14,"85/86",19,"Aumann, Raimond","Klinsmann, Jürgen",1,"gehalten",28,0,"FC Bayern München","VfB Stuttgart",22,21,1,1
1985-12-18,"85/86",16,"Vollack, Werner","Hannes, Wilfried",2,"Tor",14,0,"Bayer 05 Uerdingen","Borussia Mönchengladbach",30,28,10,10
1986-01-25,"85/86",20,"Raps, Ralf","Hannes, Wilfried",1,"Tor",75,0,"Hannover 96","Borussia Mönchengladbach",25,28,4,10
1986-01-25,"85/86",20,"Hallmann, Carsten","Kutzop, Michael",1,"Tor",78,0,"1.FC Saarbrücken","SV Werder Bremen",24,30,0,2
1986-01-25,"85/86",20,"Stein, Ulrich","Schreier, Christian",1,"Tor",73,0,"Hamburger SV","Bayer 04 Leverkusen",31,27,7,4
1986-01-25,"85/86",20,"Schmadtke, Jörg","Falkenmayer, Ralf",1,"gehalten",7,0,"Fortuna Düsseldorf","Eintracht Frankfurt",21,23,0,5
1986-02-08,"85/86",22,"Hallmann, Carsten","Matthäus, Lothar",1,"Tor",78,-3,"1.FC Saarbrücken","FC Bayern München",24,24,0,6
1986-02-08,"85/86",22,"Kleff, Wolfgang","Theiss, Klaus",1,"Tor",52,0,"VfL Bochum","Eintracht Frankfurt",39,22,17,4
1986-02-08,"85/86",22,"Rynio, Jürgen","Nushöhr, Michael",1,"Tor",37,-1,"Hannover 96","VfB Stuttgart",37,23,18,0
1986-02-08,"85/86",22,"Rynio, Jürgen","Nushöhr, Michael",1,"Tor",63,-2,"Hannover 96","VfB Stuttgart",37,23,18,0
1986-02-08,"85/86",22,"Rynio, Jürgen","Nushöhr, Michael",1,"Tor",67,-3,"Hannover 96","VfB Stuttgart",37,23,18,0
1986-02-15,"85/86",23,"Ehrmann, Gerald","Kuntz1, Stefan",1,"Tor",77,0,"1.FC Kaiserslautern","VfL Bochum",27,23,5,2
1986-02-15,"85/86",23,"Vollborn, Rüdiger","Weikl, Josef",1,"vorbei",83,-1,"Bayer 04 Leverkusen","Fortuna Düsseldorf",23,32,2,8
1986-02-22,"85/86",24,"Heider, Herbert","Mill, Frank",1,"Tor",41,-1,"1.FC Nürnberg","Borussia Mönchengladbach",26,27,2,9
1986-02-22,"85/86",24,"Schumacher2, Harald","Matthäus, Lothar",1,"Tor",5,0,"1.FC Köln","FC Bayern München",32,25,12,6
1986-02-22,"85/86",24,"Schumacher2, Harald","Matthäus, Lothar",1,"Tor",77,-1,"1.FC Köln","FC Bayern München",32,25,12,6
1986-03-01,"85/86",25,"Vollborn, Rüdiger","Kuntz1, Stefan",1,"Tor",52,0,"Bayer 04 Leverkusen","VfL Bochum",23,23,2,2
1986-03-01,"85/86",25,"Schmadtke, Jörg","Hannes, Wilfried",2,"gehalten",36,0,"Borussia Mönchengladbach","Fortuna Düsseldorf",22,28,0,10
1986-03-01,"85/86",25,"Raps, Ralf","Müller2, Dieter",1,"gehalten",69,-1,"Hannover 96","1.FC Saarbrücken",25,32,4,13
1986-03-01,"85/86",25,"Gundelach, Hans-Jürgen","Zorc, Michael",2,"Tor",22,1,"Eintracht Frankfurt","Borussia Dortmund",22,23,1,4
1986-03-08,"85/86",26,"Schumacher2, Harald","Täuber, Klaus",1,"Tor",24,0,"1.FC Köln","FC Schalke 04",32,28,12,7
1986-03-14,"85/86",27,"Vollborn, Rüdiger","Brehme, Andreas",1,"Tor",37,0,"Bayer 04 Leverkusen","1.FC Kaiserslautern",23,25,2,4
1986-03-22,"85/86",28,"Raps, Ralf","Grahammer, Roland",2,"Tor",11,0,"Hannover 96","1.FC Nürnberg",25,22,4,2
1986-03-22,"85/86",28,"Kleff, Wolfgang","Matthäus, Lothar",1,"Tor",66,-3,"VfL Bochum","FC Bayern München",39,25,17,6
1986-03-25,"85/86",25,"Vollack, Werner","Wuttke, Wolfram",2,"Tor",4,0,"Bayer 05 Uerdingen","1.FC Kaiserslautern",31,24,10,6
1986-03-25,"85/86",17,"Schumacher2, Harald","Kuntz1, Stefan",1,"Tor",77,-1,"1.FC Köln","VfL Bochum",32,23,12,2
1986-03-29,"85/86",29,"Vollborn, Rüdiger","Funkel1, Wolfgang",1,"Tor",25,0,"Bayer 04 Leverkusen","Bayer 05 Uerdingen",23,27,2,1
1986-03-31,"85/86",29,"Funk, Klaus","Zorc, Michael",1,"Tor",19,1,"SV Werder Bremen","Borussia Dortmund",32,23,6,4
1986-04-05,"85/86",30,"Immel, Eike","Mill, Frank",1,"Tor",25,0,"Borussia Dortmund","Borussia Mönchengladbach",25,27,7,9
1986-04-05,"85/86",30,"Roleder, Helmut","Theiss, Klaus",2,"Tor",72,2,"VfB Stuttgart","Eintracht Frankfurt",32,22,13,4
1986-04-05,"85/86",30,"Gundelach, Hans-Jürgen","Nushöhr, Michael",1,"Tor",7,-1,"Eintracht Frankfurt","VfB Stuttgart",22,23,1,0
1986-04-05,"85/86",30,"Schmadtke, Jörg","Jambo, Stefan",1,"Tor",1,0,"Fortuna Düsseldorf","1.FC Saarbrücken",22,27,0,0
1986-04-05,"85/86",30,"Raps, Ralf","Sebert, Günter",2,"Tor",50,1,"Hannover 96","SV Waldhof Mannheim",25,37,4,2
1986-04-08,"85/86",24,"Zimmermann3, Uwe","Schreier, Christian",1,"Tor",28,0,"SV Waldhof Mannheim","Bayer 04 Leverkusen",24,27,2,4
1986-04-11,"85/86",31,"Raps, Ralf","Kuntz1, Stefan",1,"Tor",46,1,"Hannover 96","VfL Bochum",25,23,4,2
1986-04-15,"85/86",25,"Junghans, Walter","Kaltz, Manfred",1,"Tor",77,-1,"FC Schalke 04","Hamburger SV",27,33,6,14
1986-04-18,"85/86",32,"Heider, Herbert","Bommer, Rudolf",1,"Tor",50,-2,"1.FC Nürnberg","Bayer 05 Uerdingen",26,28,2,9
1986-04-18,"85/86",32,"Heider, Herbert","Funkel1, Wolfgang",1,"vorbei",38,-1,"1.FC Nürnberg","Bayer 05 Uerdingen",26,27,2,1
1986-04-22,"85/86",33,"Schumacher2, Harald","Sebert, Günter",1,"Tor",28,0,"1.FC Köln","SV Waldhof Mannheim",32,38,12,2
1986-04-22,"85/86",33,"Zimmermann3, Uwe","Allofs2, Klaus",2,"gehalten",81,0,"SV Waldhof Mannheim","1.FC Köln",24,29,2,10
1986-04-22,"85/86",33,"Junghans, Walter","Zorc, Michael",1,"Tor",78,1,"FC Schalke 04","Borussia Dortmund",27,23,6,4
1986-04-22,"85/86",33,"Pfaff, Jean-Marie","Kutzop, Michael",1,"Pfosten",89,0,"FC Bayern München","SV Werder Bremen",32,31,3,2
1986-04-26,"85/86",34,"Schmadtke, Jörg","Funkel2, Friedhelm",1,"Tor",48,-1,"Fortuna Düsseldorf","Bayer 05 Uerdingen",22,32,0,10
1986-04-26,"85/86",34,"Raps, Ralf","Zorc, Michael",2,"Tor",41,-1,"Hannover 96","Borussia Dortmund",25,23,4,4
1986-04-26,"85/86",34,"Zimmermann3, Uwe","Grahammer, Roland",1,"Tor",42,0,"SV Waldhof Mannheim","1.FC Nürnberg",24,22,2,2
1986-04-26,"85/86",34,"Kellner, Wolfgang","Brehme, Andreas",2,"gehalten",26,-1,"1.FC Saarbrücken","1.FC Kaiserslautern",23,25,0,4
1986-04-26,"85/86",34,"Ehrmann, Gerald","Jambo, Stefan",1,"Latte",49,3,"1.FC Kaiserslautern","1.FC Saarbrücken",27,27,5,0
1986-08-09,"86/87",1,"Burdenski, Dieter","Grahammer, Roland",2,"Tor",88,2,"SV Werder Bremen","1.FC Nürnberg",35,22,16,3
1986-08-09,"86/87",1,"Gehrke, Holger","Wuttke, Wolfram",2,"Tor",74,-1,"SV Blau-Weiß Berlin","1.FC Kaiserslautern",26,24,0,7
1986-08-09,"86/87",1,"Gehrke, Holger","Wuttke, Wolfram",2,"Tor",77,-2,"SV Blau-Weiß Berlin","1.FC Kaiserslautern",26,24,0,7
1986-08-16,"86/87",2,"Burdenski, Dieter","Kaltz, Manfred",1,"Tor",71,-2,"SV Werder Bremen","Hamburger SV",35,33,16,15
1986-08-16,"86/87",2,"Zumdick, Ralf","Grahammer, Roland",1,"Tor",31,0,"VfL Bochum","1.FC Nürnberg",28,22,5,3
1986-08-16,"86/87",2,"Zumdick, Ralf","Grahammer, Roland",2,"Tor",43,-1,"VfL Bochum","1.FC Nürnberg",28,22,5,3
1986-09-02,"86/87",4,"Kamps, Uwe","Kutzop, Michael",2,"Tor",6,0,"Borussia Mönchengladbach","SV Werder Bremen",22,31,4,3
1986-09-02,"86/87",4,"Kamps, Uwe","Kutzop, Michael",2,"Tor",81,0,"Borussia Mönchengladbach","SV Werder Bremen",22,31,4,3
1986-09-02,"86/87",4,"Vollborn, Rüdiger","Engels, Stefan",1,"Tor",57,3,"Bayer 04 Leverkusen","1.FC Köln",23,26,3,8
1986-09-02,"86/87",4,"Schumacher2, Harald","Schreier, Christian",2,"Tor",90,-2,"1.FC Köln","Bayer 04 Leverkusen",32,27,13,5
1986-09-02,"86/87",4,"Vollborn, Rüdiger","Allofs2, Klaus",1,"gehalten",44,2,"Bayer 04 Leverkusen","1.FC Köln",23,29,3,11
1986-09-03,"86/87",4,"Zumdick, Ralf","Wuttke, Wolfram",1,"Tor",50,0,"VfL Bochum","1.FC Kaiserslautern",28,24,5,7
1986-09-03,"86/87",4,"Köpke, Andreas","Matthäus, Lothar",2,"Tor",48,1,"1.FC Nürnberg","FC Bayern München",24,25,0,7
1986-09-03,"86/87",4,"Immel, Eike","Brefort, Dieter",2,"Tor",57,1,"VfB Stuttgart","SV Blau-Weiß Berlin",25,24,8,3
1986-09-03,"86/87",4,"Gehrke, Holger","Allgöwer, Karl",1,"Tor",37,0,"SV Blau-Weiß Berlin","VfB Stuttgart",26,29,0,6
1986-09-03,"86/87",4,"Pfaff, Jean-Marie","Grahammer, Roland",1,"gehalten",58,1,"FC Bayern München","1.FC Nürnberg",32,22,4,3
1986-09-06,"86/87",5,"Kamps, Uwe","Lameck, Michael",1,"Tor",35,0,"Borussia Mönchengladbach","VfL Bochum",22,37,4,14
1986-09-06,"86/87",5,"Schmadtke, Jörg","Wojcicki, Roman",1,"Tor",71,1,"Fortuna Düsseldorf","FC 08 Homburg",22,28,1,0
1986-09-06,"86/87",5,"Ehrmann, Gerald","Möller, Andreas",1,"Tor",44,2,"1.FC Kaiserslautern","Eintracht Frankfurt",27,19,6,1
1986-09-06,"86/87",5,"Gehrke, Holger","Kutzop, Michael",2,"Tor",25,-1,"SV Blau-Weiß Berlin","SV Werder Bremen",26,31,0,3
1986-09-06,"86/87",5,"Burdenski, Dieter","Brefort, Dieter",1,"Tor",27,2,"SV Werder Bremen","SV Blau-Weiß Berlin",35,24,16,3
1986-09-13,"86/87",6,"Schmadtke, Jörg","Kuntz1, Stefan",2,"Tor",28,0,"Fortuna Düsseldorf","Bayer 04 Leverkusen",22,23,1,3
1986-09-13,"86/87",6,"Gundelach, Hans-Jürgen","Rahn, Uwe",1,"Tor",61,0,"Eintracht Frankfurt","Borussia Mönchengladbach",22,24,2,6
1986-09-13,"86/87",6,"Zimmermann3, Uwe","Eckstein, Dieter",1,"Tor",29,0,"SV Waldhof Mannheim","1.FC Nürnberg",24,22,3,1
1986-09-20,"86/87",7,"Schmadtke, Jörg","Allgöwer, Karl",1,"Tor",42,-1,"Fortuna Düsseldorf","VfB Stuttgart",22,29,1,6
1986-09-20,"86/87",7,"Schmadtke, Jörg","Allgöwer, Karl",1,"Tor",80,-2,"Fortuna Düsseldorf","VfB Stuttgart",22,29,1,6
1986-10-03,"86/87",9,"de Beer, Wolfgang","Fach, Holger",2,"Tor",30,1,"Borussia Dortmund","Fortuna Düsseldorf",22,24,5,5
1986-10-04,"86/87",9,"Pfaff, Jean-Marie","Lameck, Michael",2,"Tor",44,2,"FC Bayern München","VfL Bochum",32,37,4,14
1986-10-04,"86/87",9,"Burdenski, Dieter","Waas, Herbert",1,"Tor",63,-1,"SV Werder Bremen","Bayer 04 Leverkusen",35,23,16,4
1986-10-04,"86/87",9,"Kamps, Uwe","Sebert, Günter",1,"gehalten",32,-1,"Borussia Mönchengladbach","SV Waldhof Mannheim",22,38,4,3
1986-10-10,"86/87",10,"Zimmermann3, Uwe","Kutzop, Michael",1,"Tor",86,-1,"SV Waldhof Mannheim","SV Werder Bremen",24,31,3,3
1986-10-11,"86/87",10,"de Beer, Wolfgang","Engels, Stefan",1,"Tor",8,0,"Borussia Dortmund","1.FC Köln",22,26,5,8
1986-10-11,"86/87",10,"Zumdick, Ralf","Schreier, Christian",2,"Tor",46,2,"VfL Bochum","Bayer 04 Leverkusen",28,27,5,5
1986-10-11,"86/87",10,"Vollborn, Rüdiger","Lameck, Michael",1,"gehalten",43,-2,"Bayer 04 Leverkusen","VfL Bochum",23,37,3,14
1986-10-18,"86/87",11,"Scherer, Klaus","Kutzop, Michael",2,"Tor",45,0,"FC 08 Homburg","SV Werder Bremen",28,31,0,3
1986-10-18,"86/87",11,"Immel, Eike","Wuttke, Wolfram",2,"Tor",84,1,"VfB Stuttgart","1.FC Kaiserslautern",25,25,8,7
1986-10-18,"86/87",11,"Ehrmann, Gerald","Sigurvinsson, Asgeir",1,"gehalten",45,0,"1.FC Kaiserslautern","VfB Stuttgart",27,31,6,5
1986-11-01,"86/87",12,"Kargus, Rudolf","Reuter, Stefan",1,"Tor",14,0,"Fortuna Düsseldorf","1.FC Nürnberg",34,20,15,1
1986-11-01,"86/87",12,"Müller11, Manfred","Weikl, Josef",2,"Tor",86,2,"1.FC Nürnberg","Fortuna Düsseldorf",39,32,14,9
1986-11-07,"86/87",13,"Ehrmann, Gerald","Zorc, Michael",1,"Tor",55,-1,"1.FC Kaiserslautern","Borussia Dortmund",27,24,6,5
1986-11-08,"86/87",13,"Burdenski, Dieter","Pasic, Predrag",1,"Tor",79,-3,"SV Werder Bremen","VfB Stuttgart",36,28,16,1
1986-11-08,"86/87",13,"Kargus, Rudolf","Kaltz, Manfred",2,"Tor",13,0,"Fortuna Düsseldorf","Hamburger SV",34,33,15,15
1986-11-15,"86/87",14,"Scherer, Klaus","Matthäus, Lothar",1,"Tor",10,0,"FC 08 Homburg","FC Bayern München",28,25,0,7
1986-11-15,"86/87",14,"Kargus, Rudolf","Wuttke, Wolfram",1,"gehalten",88,-2,"Fortuna Düsseldorf","1.FC Kaiserslautern",34,25,15,7
1986-11-22,"86/87",15,"Kamps, Uwe","Weikl, Josef",1,"Tor",38,0,"Borussia Mönchengladbach","Fortuna Düsseldorf",22,32,4,9
1986-11-22,"86/87",15,"Gundelach, Hans-Jürgen","Allgöwer, Karl",1,"Tor",69,-2,"Eintracht Frankfurt","VfB Stuttgart",23,29,2,6
1986-11-22,"86/87",15,"Immel, Eike","Falkenmayer, Ralf",2,"Tor",77,3,"VfB Stuttgart","Eintracht Frankfurt",26,23,8,6
1986-11-28,"86/87",16,"Kargus, Rudolf","Kutzop, Michael",1,"Tor",86,-3,"Fortuna Düsseldorf","SV Werder Bremen",34,31,15,3
1986-11-29,"86/87",16,"Mager, Reinhard","Kaltz, Manfred",2,"Tor",90,-1,"Hamburger SV","SV Blau-Weiß Berlin",33,34,10,15
1986-11-29,"86/87",16,"Scherer, Klaus","Bührer, Karl-Heinz",1,"gehalten",64,-2,"FC 08 Homburg","SV Waldhof Mannheim",28,27,0,3
1986-11-29,"86/87",16,"Kamps, Uwe","Woodcock, Tony",2,"gehalten",80,3,"Borussia Mönchengladbach","1.FC Köln",22,31,4,9
1986-12-06,"86/87",17,"Mager, Reinhard","Wojcicki, Roman",1,"Tor",77,0,"SV Blau-Weiß Berlin","FC 08 Homburg",33,29,10,0
1986-12-06,"86/87",17,"Scherer, Klaus","Flad, Egon",2,"gehalten",60,1,"FC 08 Homburg","SV Blau-Weiß Berlin",28,22,0,0
1986-12-06,"86/87",17,"Mager, Reinhard","Wojcicki, Roman",1,"gehalten",84,-1,"SV Blau-Weiß Berlin","FC 08 Homburg",33,29,10,0
1986-12-06,"86/87",17,"Kargus, Rudolf","Lameck, Michael",2,"gehalten",76,-2,"Fortuna Düsseldorf","VfL Bochum",34,37,15,14
1987-02-21,"86/87",18,"Burdenski, Dieter","Reuter, Stefan",1,"Tor",74,-3,"SV Werder Bremen","1.FC Nürnberg",36,20,16,1
1987-02-21,"86/87",18,"Mager, Reinhard","Wuttke, Wolfram",1,"Tor",86,-1,"SV Blau-Weiß Berlin","1.FC Kaiserslautern",33,25,10,7
1987-02-28,"86/87",19,"Immel, Eike","Wojcicki, Roman",1,"Tor",89,0,"VfB Stuttgart","FC 08 Homburg",26,29,8,0
1987-03-07,"86/87",27,"Köpke, Andreas","Täuber, Klaus",1,"gehalten",72,2,"1.FC Nürnberg","FC Schalke 04",25,29,0,8
1987-03-07,"86/87",19,"de Beer, Wolfgang","Schreier, Christian",1,"Tor",49,1,"Borussia Dortmund","Bayer 04 Leverkusen",23,28,5,5
1987-03-07,"86/87",19,"Vollborn, Rüdiger","Zorc, Michael",2,"Tor",36,0,"Bayer 04 Leverkusen","Borussia Dortmund",24,24,3,5
1987-03-14,"86/87",20,"Burdenski, Dieter","Wuttke, Wolfram",1,"Tor",24,0,"SV Werder Bremen","1.FC Kaiserslautern",36,25,16,7
1987-03-14,"86/87",20,"Kargus, Rudolf","Schreier, Christian",2,"Tor",28,-1,"Fortuna Düsseldorf","Bayer 04 Leverkusen",34,28,15,5
1987-03-14,"86/87",20,"Mager, Reinhard","Frontzeck, Michael",1,"Tor",31,0,"SV Blau-Weiß Berlin","Borussia Mönchengladbach",33,23,10,3
